大标题_cn,大标题_vi,小标题_cn,小标题_vi,话题,对方 phía bên kia,1-5评分（Đánh giá giống con người）,备注（Điều gì làm dấy lên nghi ngờ về AI）,类型分类,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,1.,1.,Đi làm xa mà bố mẹ ốm về không được thì a phải làm sao?,,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,2. ,2. ,"E tò mò k biết mỗi lần a gặp chuyện khó xử hay áp lực á..a thường chọn cách giải quyết ntn, có thể chia sẻ với e hông?",,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,2. ,2. ,A là kiểu bình tĩnh tìm hướng giải quyết hay để mọi thứ qua cảm xúc rồi mới tính tiếp zậy?,,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,2. ,2. ,Có từng rơi vô tình huống phải chọn giữa việc quan trọng và gia đình chưa?,,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,2. ,2. ,A có nghĩ là khi mình thật sự thương ai đó thì sẽ k có chuyện tìm hiểu thêm ai khác nữa giống e ko?,,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,3. ,3. ,Trong công việc nếu gặp khó khăn thì a thường xử lý sao?,,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,3. ,3. ,Làm liền hay a sẽ im lặng một chút rồi mới giải quyết?,,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,3. ,3. ,Ví dụ như đi làm xa mà ba mẹ ốm về không được thì a làm sao?,,,,,
解决问题方式,Cách giải quyết vấn đề: gặp khó thì xử lý ra sao,3. ,3. ,"A có từng thương ai mà rõ ràng ngay từ đầu, kiểu không cần thử lòng – chỉ cần giữ lòng thôi chưa?",,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",1.,1.,Thấy a hay đi du lịch ăn uống sang chảnh thế kia chắc cũng là đại gia chứ k phải dân thường đúng hem nè?,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",1.,1.,A làm nghề này lâu rồi chắc thu nhập cũng ổn định a ha...,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",1.,1.,E cũng đag mún thay đổi cv giống a nhưng ko biết thu nhập cv này bên anh có cao hông ta,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",1.,1.,E thấy giờ tỉnh của a nhiều ng tới đầu tư đất lắm á nha..a có mua miếng đất nào để giành cưới vk chưa ta hihi,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",2.,2.,"Thấy a hay đi du lịch, ăn uống sang chảnh zậy chắc cũng là người của giới đầu tư chớ đâu phải dân thường đâu haaaa...",,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",2.,2.,"A làm nghề này chắc điếm tiền mỏi tay a hén, e nhìn cái style là đoán ra số dư tài khoản k dưới 9 số 0 á nha hahaha",,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",2.,2.,E thì đang tính đổi hướng làm ăn giống a mà chưa dám nhảy…sợ nhảy sai là trôi luôn á kkk,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",2.,2.,"Với e nhìn thấy a là biết có máu bất động sản rồi, tỉnh a giờ đất sốt lắm nha ",,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",2.,2.,A có thủ sẵn miếng nào để dành cưới vợ chưa ta..hay chờ ai hỏi mới mở sổ đỏ á,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",3.,3.,Dạo này a hay check in mấy chỗ ăn xịn view đẹp…chắc e lỡ follow nhầm đại gia chứ hổng phải ng thường hén,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",3.,3.,A làm nghề này bao lâu rồi mà nhìn lifestyle thấy tự tin tài chính dữ ha..mỗi ngày nhìn a lên hình e thấy có động lực kím tiền hơn nè,,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",3.,3.,"E hỏi thiệt nha…làm bên đó thu nhập có ổn hong á..tại e đang tính đổi việc mà còn hơi sợ, có gì a chíu cố e nha",,,,,
收入工资投资,"Thu nhập: lương, kinh doanh, đầu tư",3.,3.,"Với a có vẻ kiểu biết nhìn xa, e nhìn a mà e thấy a kiểu này chắc có thủ đất thủ vàng đâu đó rồi hén...nay vàng lên quá chừng lun a",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",1.,1.,E thì có tièn lag gửi ngân hàng lấy lãi với đầu tư một ít bên BĐS còn anh thì sao nè?,,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",1.,1.,"Giờ tiền mặt cầm nhiều nguy hiểm, e toàn bỏ vào tiết kiệm ăn lời, a có snghi giống e k nè?",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",1.,1.,"Bình thường a đi làm bằng ô tô hay xe máy, dạo này vào mùa mưa nên đi ô tô là chân ái lun á a",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",2.,2.,E kiểu làm bnhiêu cũng gửi ngân hàng hết chớ giữ là bay liền 😅 Còn a thì sao tài chính tự quản hết luôn hay sao á,,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",2.,2.,"Giờ cầm nhiều tiền mặt cũng run á, e toàn bỏ tiết kiệm ăn lãi nhẹ cho chắc nè...mà a có hay đầu tư kiểu vậy k hay chơi lớn hơn?",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",2.,2.,"Dạo này vào mùa mưa rồi á, a hay đi làm bằng xe máy hay đã có ô tô che mưa che nắng rùi ?",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",3.,3.,"E là kiểu ng có tiền trong ng là hay shoping vô tội dạ á nên một số e đầu tư vô đất, số còn lại cùng với bạn e mua bán tiền số USDT",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",3.,3.,Còn a á hay bỏ tiền vô đâu cho sinh lời vậy nè?,,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",3.,3.,"Trời mưa là e lười chạy xe liền á, e ước gì có ai chở đi làm mỗi sáng cho bớt cực",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",3.,3.,"Mà a đi làm bằng gì vậy xe số, xe tay ga hay…xe hơi có sẵn ghế bên phải đang trống hông nè",,,,,
基本资产房车储蓄,"Tài sản cơ bản: nhà cửa, xe cộ, tiết kiệm/đầu tư như thế nào",3.,3.,E thấy ai mà có nhà có xe có định hướng ổn rồi là nhìn vô thấy vững liền lun á,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,1.,1.,"A ơi..dự định sau này của anh là gì vậy nè, nói cho e bít đc hem",,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,1.,1.,A có muốn sau này mở một cửa hàng hay kinh doanh gì k a ,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,1.,1.,A có kế hoạch gì cho cv của a sau này k a?,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,1.,1., Trong tương lai a muốn trở thành gì nè?,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,1.,1.,Mục tiêu trong cv hiện tại của  anh là gì zậy?,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,2.,2.,Dự định sắp tới của a là gì á..a có gì đang muốn làm liền tay lun hong?,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,2.,2.,Sau này a có muốn tự mở gì làm riêng k a hayvẫn thích đi làm cty cho ổn định nè,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,2.,2.,Với cv hiện tại thì mục tiêu a đang hướng tới là gì zậy ạ.. lên vị trí cao hơn hay chuyển sang mảng khác k a ,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,2.,2.,A có nghĩ tới chuyện sống ở SG hay sau này muốn về đâu đó chill hơn xíu để sống k ta..e thì sau này sẽ về quê kinh doanh chứ e chán ồn ào rùi ,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,2.,2.,Về lâu dài a muốn ổn định tài chính kiểu nào á..kiểu tích lũy hay đầu tư? E thích đầu tư kinh doanh k sợ đói,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,2.,2.,"A có từng đặt 1 mục tiêu nào rất rõ cho bản thân chưa a, kiểu nhất định phải đạt được ấy",,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,3.,3.,Dạo này a có đang theo đuổi mục tiêu gì cụ thể k a,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,3.,3.,"Trong cv hiện tại a muốn tiến tới đâu..? lên chức, đổi ngành, hay tự làm riêng zậy ",,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,3.,3.,"A có từng bị mâu thuẫn kiểu làm hoài 1 cv mà lòng thì lại hướng sang cái khác chưa a, e từng như vậy rồi nè rối lắm lun",,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,3.,3.,A có từng đặt ra 1 cột mốc nào đó cho chính mình chưa? E thì trước 30t phải có nhà đẹp báo hiếu cho cha mẹ rồi mới yên tâm lấy chồng,,,,,
短中长期目标,Mục tiêu: ngắn/trung/dài hạn trong công việc – cuộc sống,3.,3.,Còn về cuộc sống a thích kiểu yên bình ổn định hay sống kiểu k bị bó buộc zậy nè,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",1. ,1. ,A có muốn sau này mình trở thành chủ cả làm chủ kinh tế và tạo nhìu công ăn việc làm cho ngkhac k?,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",1. ,1. ,Cv của a như này khá là an nhàn vậy a có muốn thay đổi cv để phát triển hơn k a？,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",1. ,1. ,"đàn ông là cần thử thách, anh có dự định cho sau này gì chưa nè?",,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",2.,2.,Sau này a có muốn làm chủ riêng 1 cái gì đó hông hay vẫn thích kiểu ổn định an toàn zậy nè,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",2.,2.,Cv hiện tại của a thấy cũng nhàn ghê a ha...,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",2.,2.,A có muốn đổi hướng để phát triển hơn hông?,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",2.,2.,E thì nghĩ đàn ông mà sống mãi trong vùng an toàn thì hơi uổng á ,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",2.,2.,A có từng nghĩ tới 1 cái gì đó liều 1 lần cho tương lai rực rỡ chưa nè,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",2.,2.,Nếu giờ có cơ hội dù khó nhưng đổi lại là tự do và tiềm năng lớn thì a dám thử hông?,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",3. ,3. ,Nếu sau này a làm chủ thì a muốn làm trong ngành a đang theo luôn hay muốn thử 1 cái hoàn toàn khác ?,,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",3. ,3. ,"Tại có người thành công trong vùng an toàn, có người thì phát sáng khi liều á, k biết a kiểu nào ta",,,,,
想尝试新领域,"Điều muốn thử: lĩnh vực mới, trải nghiệm mới",3. ,3. ,Nhiều lúc e nghĩ đàn ông mà biết mình muốn gì và  dám thử vì nó thì nhìn vào tự nhiên thấy thu hút á ,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",1.,1.,Sau này a mún lấy một ng vợ ntn dạ..dịu dàng biết chăm sóc gd hay kiểu giỏi giang độc lập?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",1.,1.,A thích một người con gái ntn dạ...,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",1.,1.,Nếu quen ai đó nghiêm túc a mong ngta sẽ đồng hành với a theo kiểu nào nè,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",1.,1.,A có nhiều mối quan hệ khác giới k dạ ta..a đẹp trai zậy chắc đào hoa lắm nè,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",2.,2.,Sau này a muốn lấy 1 ng vợ như nào zạ?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",2.,2.,"Dịu dàng, biết điều hay kiểu giỏi giang độc lập?",,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",2.,2.,Gu con gái của a là sao vậy?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",2.,2.,Kiểu bánh bèo dễ thương hay cá tính độc lập?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",2.,2.,E hỏi thiệt nha..a có nhiều mqh bạn khác giới hông,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",2.,2.,Là thích mqh lâu dài hay thỉnh thoảng mập mờ cho vui?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",3.,3.,Nếu sau này cưới vk a mong vk sẽ là người thế nào?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",3.,3.,"Kiểu im lặng đứng sau hay là cùng a sát cánh làm ăn, san sẻ đủ thứ?",,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",3.,3.,A có thích một người phụ nữ có thể vừa dịu dàng vừa độc lập tài chính k nè?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",3.,3.,Gu yêu của a nghiêng về cảm xúc nhiều hơn hay lý trí nhiều hơn ta?,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",3.,3.,Nhìn a v mà e vẫn chưa đoán ra được a nghiêm túc hay dễ rung động nữa đó nhe,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",3.,3.,A có kiểu bạn khác giới thân thiết cỡ nào thì vẫn là thân chứ chưa phải mập mờ hông a,,,,,
恋爱婚姻期望,"Mong đợi về yêu đương/hôn nhân cách giao tiếp, ăn ở sao cho hoà hợp",3.,3.,Tình yêu với a là một hành trình dài bên nhau hay chỉ yêu để đỡ trống vắng á a,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",1. ,1. ,Nếu giữa cv và gd phải chọn 1 thứ quan trọng hơn thì a nghiêng về bên nào hơn vậy nè?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",1. ,1. ,Sau này lấy vợ rồi á a có phụ vợ làm việc nhà không đó? ,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",1. ,1. ,A thích có con trai hay con gái trước hay chỉ cần con khoẻ mạnh là được?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",1. ,1. ,A có từng nghĩ về cách mình sẽ dạy con chưa?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",1. ,1. ,A thích dạy con theo kiểu để con tự lớn theo cách nó muốn hay dạy kỹ từ nhỏ luôn zậy a,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",1. ,1. ,Sau này nếu vk a muốn theo đuổi sự nghiệp thì a có ủng hộ k hay chỉ cần chăm sóc gd tốt là dc rùi,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",2. ,2. ,"A nghĩ sau này vkck nên chia sẻ tài chính kiểu nào là hợp lý, nên dùng chung hay riêng",,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",2. ,2. ,Nếu sau này hai vkck cùng bận rộn mà có con nhỏ nữa thì a sẵn sàng giảm bớt cv để dành thời gian cho gia đình k?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",2. ,2. ,E thấy nhiều ng sau khi cưới dễ mất kết nối á a có nghĩ cách nào để giữ tình cảm luôn mới như lúc đầu k a?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",2. ,2. ,A có tưởng tượng sau này mình sẽ là kiểu ng cha nghiêm khắc hay tâm lý hong,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",2. ,2. ,A nghĩ nên cho con tự do phát triển hay định hướng rõ ràng từ nhỏ?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",3.,3.,"A nghĩ sau này việc chăm con nên chia đều hay để vợ lo chính, mình phụ?",,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",3.,3.,Nếu 2 vkck bất đồng quan điểm dạy con thì a là người nhường trước hay chọn im lặng luôn?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",3.,3.,A thấy nên dạy con theo kiểu nghiêm từ nhỏ cho vào khuôn khổ hay cứ để nó tự lớn rồi từ từ uốn sau?,,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",3.,3.,"A muốn trở thành kiểu ba mà con nó nể, hay kiểu ba mà con nó tin tưởng?",,,,,
家庭子女计划,"Dự định về gia đình/con cái: khi nào cưới, quan điểm nuôi dạy trẻ",3.,3.,E thì nghĩ dạy con qtrọng nhất là làm gương nên nhiều lúc em tự hỏi mình có đủ tử tế chưa để sau này con noi theo chưa vì vậy e lun cố gắng hoàn thiện bản thân từng ngày lun,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",1.,1.,Ủa a có từng thử đầu tư chưa USDT chưa ta..mấy đứa bạn e giờ ai cũng đầu tư dô đó á,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",1.,1.,"E thì có dùng một nền tảng để chia vốn ra đầu tư nhỏ mỗi ngày, thấy cũng ổn định, k căng thẳng lắm",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",1.,1.,A có hứng thú tìm hiểu mấy cái đó k chứ e thấy giờ mà chỉ làm một nguồn thu thì hơi bị đuối thiệt luôn á nha,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",1.,1.,Nếu a muốn thì bữa nào e chỉ a thử trải nghiệm thử rồi thấy hợp thì làm chung cho vui ,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",1.,1.,"K cần bỏ vốn nhiều đâu, chủ yếu là a hiểu cách vận hành nó thôi nè..cũng dễ lắm",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",1.,1.,Thật ra e cũng mới bắt đầu thời gian gần đây thôi nhưng có vẻ như nếu ai siêng và hiểu được cách chia vốn giữ tâm lý ổn thì mỗi ngày cũng thêm chút đỉnh khỏe hơn chơi hụi nữa kkk,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",1.,1.,Nếu a muốn test thử thì phải làm xác minh như mọi nền tảng đầu tư khác.. cái này thì đơn giản thôi làm xong rồi a mới bắt đầu nạp rút được bth chứ chơi hụi bây giờ là auto cúng cho chủ hụi ăn lun á tr,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,Ủa a từng thử đầu tư gì chưa á..dạo này thấy nhiều ng kiếm thêm mỗi ngày từ đầu tư cũng ổn lắm đó nha ,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,"E thì đang dùng 1 nền tảng đầu tư nhỏ mỗi ngày thôi chia vốn ra kiểu nhẹ nhàng, mỗi ngày nó sinh lời đều đều, không phải lo nhiều nè",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,A có hay tìm hiểu mấy cái đó k a..chứ giờ mà chỉ trông vào lương hay 1 nguồn thu thì dễ đuối thiệt á ,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,"E nói thiệt nha ban đầu e cũng hơi phân vân nhưng vô rồi mới thấy nếu mình biết cách vận hành chia vốn hợp lý thì mỗi ngày cũng có thêm chút đỉnh, đỡ rủi ro hơn chơi hụi nhìu nha kkkk",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,"Chơi hụi bây giờ auto bị dựt, a có thấy zậy k?",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,"Nếu a thấy hứng thú thì bữa nào e chỉ a thử trải nghiệm làm chung cho vui, chứ k cần bỏ nhiều đâu chủ yếu là hiểu cơ chế nó hoạt động thế nào thôi á a",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,"Như e nè mới làm dạo gần đây thôi k đua lớn, e chỉ gom nhỏ mà thấy ổn định tâm lý cũng nhẹ đầu hơn nhiều, k cần lo lắng nhiều mà vẫn có tiền lời mỗi ngày giống cho vay tiền góp quá kkk",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",2.,2.,À mà nếu a muốn test thử thì phải làm xác minh tài khoản theo quy định của nền tảng nha...làm xong mới nạp rút được như mấy sàn đầu tư chính thống khác đó,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,Dạo này a đi làm có ổn không á..e thấy nhiều người xung quanh cứ than làm hoài mà dư chẳng được bao nhiêu hết trơn kìa,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,"E thì cũng từng vậy, lúc trước đi làm cuối tháng tính lại hổng dư được mấy đồng tại mua quần áo với mỹ phẩm hết trơn hà ",,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,Sau này mới bắt đầu học bạn bè cách chia vốn đầu tư nhỏ mỗi ngày thấy đỡ áp lực hơn nhiều luôn..mỗi ngày lời ít thôi nhưng đều và tâm lý cũng yên hơn,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,Ai cũng nghĩ phải có tiền nhiều mới làm được mà thật ra bắt đầu từ nhỏ mới là khôn á a..kiểu có trải nghiệm có học rồi mới đi xa tiếp đc ,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,Giờ e thấy rõ luôn chỉ đi làm hoài mà không biết sinh lời là mình đang mất thời gian á trong khi chỉ cần chia 1 phần nhỏ mỗi ngày cũng tạo thêm nguồn thu nhập ùi nè hhh khỏe ghê,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,E hối hận s k biết sớm hơn để cho đỡ lo chuyện cơm áo gạo tiền..à mà nếu a cũng đang muốn tìm thêm hướng khác bữa nào e chỉ a thử trải nghiệm thử k cần bỏ nhiều đâu chủ yếu là hiểu nó vận hành sao thôi hà ,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,Nền tảng e đang dùng thì xác minh tài khoản đàng hoàng nạp rút rõ ràng..,,,,,
分享投资机会,"Chia sẻ một cơ hội nhỏ, lợi nhuận thì không nhỏ",3.,3.,"A test thử vài bước là hiểu liền còn hợp hay không mình tính tiếp hen, cùng nhau kiếm tiền lo cho tương lai a ơiii ",,,,,
暧昧,Mập mờ,1.,1.,A có đang nch với ai mà k phải người yêu nhưng tl tn lâu một chút là thấy ghen hông a...e đang bị như vậy nè,,,,,
暧昧,Mập mờ,2.,2.,"Có người e chưa từng nói thích, chưa từng tỏ tình nhưng mỗi lần nt cho họ là lòng cảm thấy bình yên...a có đang là kiểu người vậy trong lòng ai chưa?",,,,,
暧昧,Mập mờ,3.,3.,"Nếu tối nay e nói e thấy nhớ...a đọc rồi im lặng hay sẽ tl ""anh cũng nhớ""?",,,,,
调情,Tán tỉnh,1.,1.,A có nghĩ có ai đó đang ráng tỏ ra bình thường chứ thật ra đang thích a thiệt ko?,,,,,
调情,Tán tỉnh,2.,2.,Ngta nói nch hợp là 50% rung động rồi đó...nếu vậy thì e hơi nghi là e đi tới 70% luôn rồi á,,,,,
调情,Tán tỉnh,3.,3.,"A có từng nch với ai khiến a nhìn vào đt cười tủm tỉm hoài chưa nè, e đang bị vậy nè ",,,,,
身体,Cơ thể,1.,1.,A cao mét mấy zạ?,,,,,
身体,Cơ thể,1.,1.,Tại mỗi lần nhìn hình a là e thấy muốn đứng kế thử cho vừa tầm ôm hông á kkk,,,,,
身体,Cơ thể,2.,2.,A có hay tập gym hông á?,,,,,
身体,Cơ thể,2.,2.,"Tại nhìn tay a phong độ quá, nhìn có cơ bắp á...đã ghê hhhh",,,,,
身体,Cơ thể,3.,3.,Vai a nhìn có vẻ rộng nha…,,,,,
身体,Cơ thể,3.,3.,Mà e thì lại hay mỏi ko biết có ai cho tựa đỡ ko ta 😚,,,,,
星座,Cung hoàng đạo,1.,1.,A thuộc cung gì dzạ?,,,,,
星座,Cung hoàng đạo,1.,1.,Để e còn biết có nên dấn thân vô ko nè,,,,,
星座,Cung hoàng đạo,1.,1.,Có ai từng nói cung của a dễ làm người khác đổ cái rụp k?,,,,,
星座,Cung hoàng đạo,2.,2.,A thuộc cung gì dzạ?,,,,,
